Using Master Port: 27673
Autodetected device type: cuda
Target examples per step: 32
Device batch size: 4
Examples per step is device_batch_size * ddp_world_size: 8
=> Setting grad accum steps: 4
Scaling the LR for the AdamW parameters ∝1/√(1664/768) = 0.679366
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([26]), sliced=False
AdamW: 1 param of shape torch.Size([26]), sliced=False
Muon: 13 params of shape torch.Size([13, 32]), chunk_size=7
Muon: 104 params of shape torch.Size([1664, 1664]), chunk_size=52
Muon: 26 params of shape torch.Size([1664, 6656]), chunk_size=13
Muon: 26 params of shape torch.Size([6656, 1664]), chunk_size=13
Step 00000 | Validation loss: 0.791633
Step 00000/00701 | Training loss: 0.460109| lrm: 1.000000| num_tokens: 9,256
Step 00291/00701 | Training loss: 0.877753| lrm: 0.584879| num_tokens: 11,983
Step 00292/00701 | Training loss: 0.789233| lrm: 0.583452| num_tokens: 13,546
Step 00293/00701 | Training loss: 0.733271| lrm: 0.582026| num_tokens: 14,886
Step 00294/00701 | Training loss: 0.665984| lrm: 0.580599| num_tokens: 9,826
Step 00295/00701 | Training loss: 0.610238| lrm: 0.579173| num_tokens: 6,348
Step 00296/00701 | Training loss: 0.885608| lrm: 0.577746| num_tokens: 9,937
Step 00297/00701 | Training loss: 0.339954| lrm: 0.576320| num_tokens: 15,858
Step 00298/00701 | Training loss: 0.544652| lrm: 0.574893| num_tokens: 12,569
Step 00299/00701 | Training loss: 0.862469| lrm: 0.573466| num_tokens: 10,266
Step 00300 | Validation loss: 0.801380
Step 00300/00701 | Training loss: 0.617219| lrm: 0.572040| num_tokens: 9,665
Step 00301/00701 | Training loss: 0.534649| lrm: 0.570613| num_tokens: 10,204
Step 00302/00701 | Training loss: 0.563877| lrm: 0.569187| num_tokens: 10,878
Step 00303/00701 | Training loss: 0.606976| lrm: 0.567760| num_tokens: 7,932
Step 00304/00701 | Training loss: 0.517978| lrm: 0.566334| num_tokens: 13,879
Step 00305/00701 | Training loss: 0.463168| lrm: 0.564907| num_tokens: 14,422
Step 00306/00701 | Training loss: 0.743737| lrm: 0.563481| num_tokens: 13,821
Step 00307/00701 | Training loss: 0.590056| lrm: 0.562054| num_tokens: 15,326
Step 00308/00701 | Training loss: 0.530959| lrm: 0.560628| num_tokens: 7,481
Step 00309/00701 | Training loss: 0.759154| lrm: 0.559201| num_tokens: 10,303
Step 00310/00701 | Training loss: 0.566835| lrm: 0.557775| num_tokens: 11,936
Step 00311/00701 | Training loss: 0.516546| lrm: 0.556348| num_tokens: 9,810
Step 00312/00701 | Training loss: 0.497984| lrm: 0.554922| num_tokens: 12,527
Step 00313/00701 | Training loss: 0.800699| lrm: 0.553495| num_tokens: 8,958
Step 00314/00701 | Training loss: 0.650904| lrm: 0.552068| num_tokens: 13,602
Step 00315/00701 | Training loss: 0.737872| lrm: 0.550642| num_tokens: 11,829
Step 00316/00701 | Training loss: 0.633959| lrm: 0.549215| num_tokens: 10,127
Step 00317/00701 | Training loss: 0.717965| lrm: 0.547789| num_tokens: 15,057
Step 00318/00701 | Training loss: 0.582311| lrm: 0.546362| num_tokens: 12,107
Step 00319/00701 | Training loss: 0.704487| lrm: 0.544936| num_tokens: 13,207
Step 00320/00701 | Training loss: 0.258423| lrm: 0.543509| num_tokens: 9,324
Step 00321/00701 | Training loss: 0.684822| lrm: 0.542083| num_tokens: 8,402
Step 00322/00701 | Training loss: 0.649416| lrm: 0.540656| num_tokens: 9,564
Step 00323/00701 | Training loss: 0.754423| lrm: 0.539230| num_tokens: 14,255
Step 00324/00701 | Training loss: 0.441876| lrm: 0.537803| num_tokens: 9,640
Step 00325/00701 | Training loss: 0.468193| lrm: 0.536377| num_tokens: 10,153
Step 00326/00701 | Training loss: 0.824618| lrm: 0.534950| num_tokens: 5,101
Step 00327/00701 | Training loss: 0.621810| lrm: 0.533524| num_tokens: 12,290
Step 00328/00701 | Training loss: 0.512864| lrm: 0.532097| num_tokens: 13,156
Step 00329/00701 | Training loss: 0.807332| lrm: 0.530670| num_tokens: 12,385
Step 00330/00701 | Training loss: 0.832426| lrm: 0.529244| num_tokens: 8,812
Step 00331/00701 | Training loss: 0.862390| lrm: 0.527817| num_tokens: 8,644
Step 00332/00701 | Training loss: 0.606254| lrm: 0.526391| num_tokens: 13,018
Step 00333/00701 | Training loss: 0.625257| lrm: 0.524964| num_tokens: 12,307
Step 00334/00701 | Training loss: 0.339412| lrm: 0.523538| num_tokens: 11,387
Step 00335/00701 | Training loss: 0.416131| lrm: 0.522111| num_tokens: 10,716
Step 00336/00701 | Training loss: 0.622982| lrm: 0.520685| num_tokens: 13,678
Step 00337/00701 | Training loss: 0.553735| lrm: 0.519258| num_tokens: 10,665
Step 00338/00701 | Training loss: 0.976349| lrm: 0.517832| num_tokens: 9,418
Step 00339/00701 | Training loss: 0.734651| lrm: 0.516405| num_tokens: 12,199
Step 00340/00701 | Training loss: 0.716402| lrm: 0.514979| num_tokens: 9,814
Step 00341/00701 | Training loss: 0.947899| lrm: 0.513552| num_tokens: 11,241
Step 00342/00701 | Training loss: 0.450224| lrm: 0.512126| num_tokens: 8,510
Step 00343/00701 | Training loss: 0.340320| lrm: 0.510699| num_tokens: 8,510
Step 00344/00701 | Training loss: 0.455404| lrm: 0.509272| num_tokens: 6,761
Step 00345/00701 | Training loss: 0.546307| lrm: 0.507846| num_tokens: 11,059
Step 00346/00701 | Training loss: 0.403309| lrm: 0.506419| num_tokens: 14,718
Step 00347/00701 | Training loss: 0.305629| lrm: 0.504993| num_tokens: 11,942
Step 00348/00701 | Training loss: 0.521121| lrm: 0.503566| num_tokens: 10,405
Step 00349/00701 | Training loss: 0.755553| lrm: 0.502140| num_tokens: 9,043
Step 00350/00701 | Training loss: 0.397839| lrm: 0.500713| num_tokens: 10,832
Step 00351/00701 | Training loss: 1.173707| lrm: 0.499287| num_tokens: 8,975
Step 00352/00701 | Training loss: 0.756448| lrm: 0.497860| num_tokens: 11,159
Step 00353/00701 | Training loss: 1.043745| lrm: 0.496434| num_tokens: 8,952
Step 00354/00701 | Training loss: 0.393402| lrm: 0.495007| num_tokens: 6,602
Step 00355/00701 | Training loss: 0.505306| lrm: 0.493581| num_tokens: 10,783
Step 00356/00701 | Training loss: 0.640673| lrm: 0.492154| num_tokens: 7,397
Step 00357/00701 | Training loss: 0.604385| lrm: 0.490728| num_tokens: 8,771
Step 00358/00701 | Training loss: 0.420553| lrm: 0.489301| num_tokens: 12,280
Step 00359/00701 | Training loss: 0.378189| lrm: 0.487874| num_tokens: 8,768
Step 00360/00701 | Training loss: 0.699019| lrm: 0.486448| num_tokens: 6,184
Step 00361/00701 | Training loss: 0.237319| lrm: 0.485021| num_tokens: 9,414
Step 00362/00701 | Training loss: 0.455122| lrm: 0.483595| num_tokens: 9,993
Step 00363/00701 | Training loss: 0.809406| lrm: 0.482168| num_tokens: 13,452
Step 00364/00701 | Training loss: 0.314640| lrm: 0.480742| num_tokens: 9,705
Step 00365/00701 | Training loss: 0.619671| lrm: 0.479315| num_tokens: 14,972
Step 00366/00701 | Training loss: 0.872663| lrm: 0.477889| num_tokens: 9,769
Step 00367/00701 | Training loss: 0.645485| lrm: 0.476462| num_tokens: 12,077
Step 00368/00701 | Training loss: 0.690516| lrm: 0.475036| num_tokens: 10,736
Step 00369/00701 | Training loss: 0.926094| lrm: 0.473609| num_tokens: 8,677
Step 00370/00701 | Training loss: 0.628869| lrm: 0.472183| num_tokens: 10,759
Step 00371/00701 | Training loss: 0.434099| lrm: 0.470756| num_tokens: 14,669
Step 00372/00701 | Training loss: 0.681287| lrm: 0.469330| num_tokens: 9,155
Step 00373/00701 | Training loss: 0.669175| lrm: 0.467903| num_tokens: 12,243
Step 00374/00701 | Training loss: 0.670543| lrm: 0.466476| num_tokens: 12,642
Step 00375/00701 | Training loss: 0.733350| lrm: 0.465050| num_tokens: 8,785
Step 00376/00701 | Training loss: 0.832549| lrm: 0.463623| num_tokens: 11,271
Step 00377/00701 | Training loss: 0.544078| lrm: 0.462197| num_tokens: 19,989
Step 00378/00701 | Training loss: 0.714742| lrm: 0.460770| num_tokens: 12,043
Step 00379/00701 | Training loss: 0.538047| lrm: 0.459344| num_tokens: 8,660
Step 00380/00701 | Training loss: 0.660399| lrm: 0.457917| num_tokens: 10,150
Step 00381/00701 | Training loss: 0.602761| lrm: 0.456491| num_tokens: 12,855
Step 00382/00701 | Training loss: 0.470806| lrm: 0.455064| num_tokens: 13,113
Step 00383/00701 | Training loss: 0.722205| lrm: 0.453638| num_tokens: 11,984
Step 00384/00701 | Training loss: 1.019692| lrm: 0.452211| num_tokens: 14,243
Step 00385/00701 | Training loss: 0.579287| lrm: 0.450785| num_tokens: 7,839
Step 00386/00701 | Training loss: 0.517784| lrm: 0.449358| num_tokens: 14,076
Step 00387/00701 | Training loss: 0.562769| lrm: 0.447932| num_tokens: 9,040
Step 00388/00701 | Training loss: 0.501534| lrm: 0.446505| num_tokens: 11,169
Step 00389/00701 | Training loss: 0.516283| lrm: 0.445078| num_tokens: 13,358
Step 00390/00701 | Training loss: 0.636603| lrm: 0.443652| num_tokens: 13,180
Step 00391/00701 | Training loss: 0.579672| lrm: 0.442225| num_tokens: 12,662
Step 00392/00701 | Training loss: 0.745333| lrm: 0.440799| num_tokens: 11,049
Step 00393/00701 | Training loss: 0.678952| lrm: 0.439372| num_tokens: 13,068
Step 00394/00701 | Training loss: 0.609830| lrm: 0.437946| num_tokens: 13,400
Step 00395/00701 | Training loss: 0.693325| lrm: 0.436519| num_tokens: 8,514
Step 00396/00701 | Training loss: 0.349515| lrm: 0.435093| num_tokens: 11,226
Step 00397/00701 | Training loss: 0.810564| lrm: 0.433666| num_tokens: 10,475
Step 00398/00701 | Training loss: 0.688904| lrm: 0.432240| num_tokens: 8,499
Step 00399/00701 | Training loss: 0.614489| lrm: 0.430813| num_tokens: 7,556
Step 00400 | Validation loss: 0.800674
Final: 413/1024 (40.33%)
Final: 409/570 (71.75%)
Step 00400 | mmlu_acc: 0.403320, arc_easy_acc: 0.717544
Step 00400/00701 | Training loss: 0.568205| lrm: 0.429387| num_tokens: 14,731
Step 00401/00701 | Training loss: 0.446347| lrm: 0.427960| num_tokens: 6,824
Step 00402/00701 | Training loss: 0.455932| lrm: 0.426534| num_tokens: 7,615
Step 00403/00701 | Training loss: 0.747580| lrm: 0.425107| num_tokens: 14,374
Step 00404/00701 | Training loss: 0.815379| lrm: 0.423680| num_tokens: 9,695
Step 00405/00701 | Training loss: 0.485525| lrm: 0.422254| num_tokens: 9,349
Step 00406/00701 | Training loss: 0.742281| lrm: 0.420827| num_tokens: 13,959
Step 00407/00701 | Training loss: 0.371894| lrm: 0.419401| num_tokens: 8,434
Step 00408/00701 | Training loss: 0.746686| lrm: 0.417974| num_tokens: 13,160
Step 00409/00701 | Training loss: 0.680421| lrm: 0.416548| num_tokens: 10,531
Step 00410/00701 | Training loss: 0.463686| lrm: 0.415121| num_tokens: 8,332
Step 00411/00701 | Training loss: 0.616889| lrm: 0.413695| num_tokens: 12,826
Step 00412/00701 | Training loss: 0.792985| lrm: 0.412268| num_tokens: 10,446
Step 00413/00701 | Training loss: 0.929220| lrm: 0.410842| num_tokens: 9,275
Step 00414/00701 | Training loss: 0.624524| lrm: 0.409415| num_tokens: 11,398
Step 00415/00701 | Training loss: 0.265304| lrm: 0.407989| num_tokens: 9,138
Step 00416/00701 | Training loss: 0.439725| lrm: 0.406562| num_tokens: 11,156
Step 00417/00701 | Training loss: 0.590525| lrm: 0.405136| num_tokens: 13,939
Step 00418/00701 | Training loss: 0.603561| lrm: 0.403709| num_tokens: 7,993
Step 00419/00701 | Training loss: 0.649206| lrm: 0.402282| num_tokens: 10,453
Step 00420/00701 | Training loss: 0.800661| lrm: 0.400856| num_tokens: 8,721
Step 00421/00701 | Training loss: 0.435670| lrm: 0.399429| num_tokens: 9,896
Step 00422/00701 | Training loss: 0.816047| lrm: 0.398003| num_tokens: 12,520
Step 00423/00701 | Training loss: 0.615700| lrm: 0.396576| num_tokens: 10,323
Step 00424/00701 | Training loss: 0.379932| lrm: 0.395150| num_tokens: 16,153
Step 00425/00701 | Training loss: 0.708881| lrm: 0.393723| num_tokens: 6,174
Step 00426/00701 | Training loss: 0.554216| lrm: 0.392297| num_tokens: 11,888
Step 00427/00701 | Training loss: 0.587017| lrm: 0.390870| num_tokens: 10,906
Step 00428/00701 | Training loss: 0.535607| lrm: 0.389444| num_tokens: 9,491
Step 00429/00701 | Training loss: 0.295649| lrm: 0.388017| num_tokens: 9,577
Step 00430/00701 | Training loss: 0.546575| lrm: 0.386591| num_tokens: 9,715
Step 00431/00701 | Training loss: 0.644760| lrm: 0.385164| num_tokens: 11,295
Step 00432/00701 | Training loss: 0.656178| lrm: 0.383738| num_tokens: 10,906
Step 00433/00701 | Training loss: 0.610051| lrm: 0.382311| num_tokens: 11,956
Step 00434/00701 | Training loss: 0.706071| lrm: 0.380884| num_tokens: 10,384
Step 00435/00701 | Training loss: 0.374482| lrm: 0.379458| num_tokens: 15,339
Step 00436/00701 | Training loss: 0.440274| lrm: 0.378031| num_tokens: 11,631
Step 00437/00701 | Training loss: 0.538097| lrm: 0.376605| num_tokens: 11,177
Step 00438/00701 | Training loss: 0.644399| lrm: 0.375178| num_tokens: 9,906
Step 00439/00701 | Training loss: 0.373050| lrm: 0.373752| num_tokens: 20,036
Step 00440/00701 | Training loss: 0.633737| lrm: 0.372325| num_tokens: 9,024
Step 00441/00701 | Training loss: 0.746535| lrm: 0.370899| num_tokens: 12,635
Step 00442/00701 | Training loss: 0.858692| lrm: 0.369472| num_tokens: 12,312
Step 00443/00701 | Training loss: 0.726897| lrm: 0.368046| num_tokens: 9,621
Step 00444/00701 | Training loss: 0.527249| lrm: 0.366619| num_tokens: 8,084
Step 00445/00701 | Training loss: 0.764821| lrm: 0.365193| num_tokens: 9,844
Step 00446/00701 | Training loss: 0.383286| lrm: 0.363766| num_tokens: 12,791
Step 00447/00701 | Training loss: 0.611870| lrm: 0.362340| num_tokens: 13,150
Step 00448/00701 | Training loss: 0.197127| lrm: 0.360913| num_tokens: 13,924
Step 00449/00701 | Training loss: 0.390552| lrm: 0.359486| num_tokens: 10,550
Step 00450/00701 | Training loss: 0.835925| lrm: 0.358060| num_tokens: 10,879
Step 00451/00701 | Training loss: 0.422442| lrm: 0.356633| num_tokens: 8,315
Step 00452/00701 | Training loss: 0.637335| lrm: 0.355207| num_tokens: 12,395
Step 00453/00701 | Training loss: 1.109235| lrm: 0.353780| num_tokens: 15,440
Step 00454/00701 | Training loss: 0.661626| lrm: 0.352354| num_tokens: 8,555
Step 00455/00701 | Training loss: 0.717379| lrm: 0.350927| num_tokens: 10,449
Step 00456/00701 | Training loss: 0.415701| lrm: 0.349501| num_tokens: 12,364
Step 00457/00701 | Training loss: 0.498651| lrm: 0.348074| num_tokens: 11,084
Step 00458/00701 | Training loss: 0.421625| lrm: 0.346648| num_tokens: 10,220
Step 00459/00701 | Training loss: 0.646383| lrm: 0.345221| num_tokens: 10,655
Step 00460/00701 | Training loss: 0.726612| lrm: 0.343795| num_tokens: 9,123
Step 00461/00701 | Training loss: 1.046222| lrm: 0.342368| num_tokens: 11,044
Step 00462/00701 | Training loss: 0.997698| lrm: 0.340942| num_tokens: 9,099
Step 00463/00701 | Training loss: 0.691863| lrm: 0.339515| num_tokens: 9,954
Step 00464/00701 | Training loss: 0.576442| lrm: 0.338088| num_tokens: 10,790
Step 00465/00701 | Training loss: 0.526879| lrm: 0.336662| num_tokens: 9,018
Step 00466/00701 | Training loss: 0.263657| lrm: 0.335235| num_tokens: 10,839
Step 00467/00701 | Training loss: 0.430071| lrm: 0.333809| num_tokens: 9,138
Step 00468/00701 | Training loss: 0.623628| lrm: 0.332382| num_tokens: 11,911
Step 00469/00701 | Training loss: 0.409929| lrm: 0.330956| num_tokens: 6,290
Step 00470/00701 | Training loss: 0.224719| lrm: 0.329529| num_tokens: 14,177
Step 00471/00701 | Training loss: 0.474796| lrm: 0.328103| num_tokens: 12,463
Step 00472/00701 | Training loss: 0.534690| lrm: 0.326676| num_tokens: 11,607
Step 00473/00701 | Training loss: 0.462423| lrm: 0.325250| num_tokens: 10,416
Step 00474/00701 | Training loss: 0.810964| lrm: 0.323823| num_tokens: 12,980
Step 00475/00701 | Training loss: 0.660966| lrm: 0.322397| num_tokens: 12,434
Step 00476/00701 | Training loss: 0.663512| lrm: 0.320970| num_tokens: 13,188
Step 00477/00701 | Training loss: 0.461684| lrm: 0.319544| num_tokens: 12,126
Step 00478/00701 | Training loss: 0.831516| lrm: 0.318117| num_tokens: 11,323
Step 00479/00701 | Training loss: 0.698021| lrm: 0.316690| num_tokens: 8,197
Step 00480/00701 | Training loss: 0.416182| lrm: 0.315264| num_tokens: 11,431
Step 00481/00701 | Training loss: 0.773171| lrm: 0.313837| num_tokens: 9,379
Step 00482/00701 | Training loss: 0.554658| lrm: 0.312411| num_tokens: 11,251
Step 00483/00701 | Training loss: 0.843574| lrm: 0.310984| num_tokens: 9,644
Step 00484/00701 | Training loss: 0.215098| lrm: 0.309558| num_tokens: 14,161
Step 00485/00701 | Training loss: 1.021553| lrm: 0.308131| num_tokens: 9,821
Step 00486/00701 | Training loss: 0.750114| lrm: 0.306705| num_tokens: 11,400
Step 00487/00701 | Training loss: 0.557213| lrm: 0.305278| num_tokens: 9,749
Step 00488/00701 | Training loss: 0.852862| lrm: 0.303852| num_tokens: 11,001
Step 00489/00701 | Training loss: 0.786608| lrm: 0.302425| num_tokens: 11,772
Step 00490/00701 | Training loss: 0.601803| lrm: 0.300999| num_tokens: 7,971
Step 00491/00701 | Training loss: 0.474517| lrm: 0.299572| num_tokens: 13,434
Step 00492/00701 | Training loss: 0.521257| lrm: 0.298146| num_tokens: 9,852
Step 00493/00701 | Training loss: 0.650273| lrm: 0.296719| num_tokens: 9,090
Step 00494/00701 | Training loss: 0.587404| lrm: 0.295292| num_tokens: 6,953
Step 00495/00701 | Training loss: 0.517347| lrm: 0.293866| num_tokens: 11,616
Step 00496/00701 | Training loss: 0.513381| lrm: 0.292439| num_tokens: 11,101
Step 00497/00701 | Training loss: 0.726402| lrm: 0.291013| num_tokens: 5,859
Step 00498/00701 | Training loss: 0.862282| lrm: 0.289586| num_tokens: 13,441
Step 00499/00701 | Training loss: 0.511069| lrm: 0.288160| num_tokens: 14,167
Step 00500 | Validation loss: 0.800744
Step 00500/00701 | Training loss: 0.600114| lrm: 0.286733| num_tokens: 14,698
Step 00501/00701 | Training loss: 0.481008| lrm: 0.285307| num_tokens: 11,011
Step 00502/00701 | Training loss: 0.673864| lrm: 0.283880| num_tokens: 7,577
Step 00503/00701 | Training loss: 0.701373| lrm: 0.282454| num_tokens: 11,184
Step 00504/00701 | Training loss: 0.293271| lrm: 0.281027| num_tokens: 15,243
Step 00505/00701 | Training loss: 0.486756| lrm: 0.279601| num_tokens: 7,160
Step 00506/00701 | Training loss: 0.768737| lrm: 0.278174| num_tokens: 10,936
Step 00507/00701 | Training loss: 0.781474| lrm: 0.276748| num_tokens: 9,774
Step 00508/00701 | Training loss: 0.541375| lrm: 0.275321| num_tokens: 14,230
Step 00509/00701 | Training loss: 0.362554| lrm: 0.273894| num_tokens: 10,653
Step 00510/00701 | Training loss: 0.442984| lrm: 0.272468| num_tokens: 13,249
Step 00511/00701 | Training loss: 0.665810| lrm: 0.271041| num_tokens: 11,578
Step 00512/00701 | Training loss: 0.688371| lrm: 0.269615| num_tokens: 12,354
Step 00513/00701 | Training loss: 0.567196| lrm: 0.268188| num_tokens: 12,883
Step 00514/00701 | Training loss: 0.378645| lrm: 0.266762| num_tokens: 9,849
Step 00515/00701 | Training loss: 0.844057| lrm: 0.265335| num_tokens: 10,643
Step 00516/00701 | Training loss: 0.849287| lrm: 0.263909| num_tokens: 14,285
Step 00517/00701 | Training loss: 0.203791| lrm: 0.262482| num_tokens: 12,810
Step 00518/00701 | Training loss: 0.666720| lrm: 0.261056| num_tokens: 10,528
Step 00519/00701 | Training loss: 0.702563| lrm: 0.259629| num_tokens: 8,934
Step 00520/00701 | Training loss: 1.100993| lrm: 0.258203| num_tokens: 8,914
Step 00521/00701 | Training loss: 0.675931| lrm: 0.256776| num_tokens: 12,352
Step 00522/00701 | Training loss: 0.665228| lrm: 0.255350| num_tokens: 14,011
Step 00523/00701 | Training loss: 0.441276| lrm: 0.253923| num_tokens: 13,005
Step 00524/00701 | Training loss: 0.484619| lrm: 0.252496| num_tokens: 9,338
Step 00525/00701 | Training loss: 0.767930| lrm: 0.251070| num_tokens: 13,444
Step 00526/00701 | Training loss: 0.751818| lrm: 0.249643| num_tokens: 8,556
Step 00527/00701 | Training loss: 0.744033| lrm: 0.248217| num_tokens: 10,442
Step 00528/00701 | Training loss: 0.989556| lrm: 0.246790| num_tokens: 13,699
Step 00529/00701 | Training loss: 0.636179| lrm: 0.245364| num_tokens: 17,914
Step 00530/00701 | Training loss: 1.047590| lrm: 0.243937| num_tokens: 9,459
Step 00531/00701 | Training loss: 0.626265| lrm: 0.242511| num_tokens: 13,064
Step 00532/00701 | Training loss: 0.382534| lrm: 0.241084| num_tokens: 8,146
Step 00533/00701 | Training loss: 0.218363| lrm: 0.239658| num_tokens: 14,209
Step 00534/00701 | Training loss: 0.324882| lrm: 0.238231| num_tokens: 14,990
Step 00535/00701 | Training loss: 0.511676| lrm: 0.236805| num_tokens: 12,819
Step 00536/00701 | Training loss: 0.402684| lrm: 0.235378| num_tokens: 9,796
Step 00537/00701 | Training loss: 0.452074| lrm: 0.233951| num_tokens: 7,492
Step 00538/00701 | Training loss: 0.433324| lrm: 0.232525| num_tokens: 8,982
Step 00539/00701 | Training loss: 0.550679| lrm: 0.231098| num_tokens: 10,290
Step 00540/00701 | Training loss: 0.810563| lrm: 0.229672| num_tokens: 10,607
Step 00541/00701 | Training loss: 0.506051| lrm: 0.228245| num_tokens: 14,682
Step 00542/00701 | Training loss: 0.516896| lrm: 0.226819| num_tokens: 9,701
Step 00543/00701 | Training loss: 0.643840| lrm: 0.225392| num_tokens: 7,453
Step 00544/00701 | Training loss: 0.392352| lrm: 0.223966| num_tokens: 8,799
Step 00545/00701 | Training loss: 0.597755| lrm: 0.222539| num_tokens: 15,993
Step 00546/00701 | Training loss: 0.714608| lrm: 0.221113| num_tokens: 15,408
Step 00547/00701 | Training loss: 1.345927| lrm: 0.219686| num_tokens: 9,156
Step 00548/00701 | Training loss: 0.517790| lrm: 0.218260| num_tokens: 12,673
Step 00549/00701 | Training loss: 0.294443| lrm: 0.216833| num_tokens: 9,264
Step 00550/00701 | Training loss: 0.278370| lrm: 0.215407| num_tokens: 14,445
Step 00551/00701 | Training loss: 0.647834| lrm: 0.213980| num_tokens: 6,409
Step 00552/00701 | Training loss: 0.666977| lrm: 0.212553| num_tokens: 15,682
Step 00553/00701 | Training loss: 0.321659| lrm: 0.211127| num_tokens: 11,319
Step 00554/00701 | Training loss: 0.748918| lrm: 0.209700| num_tokens: 8,213
Step 00555/00701 | Training loss: 0.556436| lrm: 0.208274| num_tokens: 10,998
Step 00556/00701 | Training loss: 0.908266| lrm: 0.206847| num_tokens: 7,816
Step 00557/00701 | Training loss: 0.713487| lrm: 0.205421| num_tokens: 10,059
Step 00558/00701 | Training loss: 0.448224| lrm: 0.203994| num_tokens: 11,108
Step 00559/00701 | Training loss: 0.606619| lrm: 0.202568| num_tokens: 9,751
Step 00560/00701 | Training loss: 0.450164| lrm: 0.201141| num_tokens: 12,662
Step 00561/00701 | Training loss: 0.857579| lrm: 0.199715| num_tokens: 8,694
Step 00562/00701 | Training loss: 0.324890| lrm: 0.198288| num_tokens: 10,830
Step 00563/00701 | Training loss: 0.562574| lrm: 0.196862| num_tokens: 11,581
Step 00564/00701 | Training loss: 0.688146| lrm: 0.195435| num_tokens: 12,720
Step 00565/00701 | Training loss: 0.656145| lrm: 0.194009| num_tokens: 10,999
Step 00566/00701 | Training loss: 0.690613| lrm: 0.192582| num_tokens: 14,838
Step 00567/00701 | Training loss: 0.503092| lrm: 0.191155| num_tokens: 14,459
Step 00568/00701 | Training loss: 0.405053| lrm: 0.189729| num_tokens: 12,821
Step 00569/00701 | Training loss: 0.852091| lrm: 0.188302| num_tokens: 7,838
Step 00570/00701 | Training loss: 0.633516| lrm: 0.186876| num_tokens: 11,563
Step 00571/00701 | Training loss: 0.646007| lrm: 0.185449| num_tokens: 8,627
Step 00572/00701 | Training loss: 0.825594| lrm: 0.184023| num_tokens: 15,384
Step 00573/00701 | Training loss: 0.544473| lrm: 0.182596| num_tokens: 9,452
Step 00574/00701 | Training loss: 0.674340| lrm: 0.181170| num_tokens: 11,095
Step 00575/00701 | Training loss: 0.649242| lrm: 0.179743| num_tokens: 11,208
Step 00576/00701 | Training loss: 0.592174| lrm: 0.178317| num_tokens: 15,271
Step 00577/00701 | Training loss: 0.271633| lrm: 0.176890| num_tokens: 15,653
Step 00578/00701 | Training loss: 0.479086| lrm: 0.175464| num_tokens: 10,777
Step 00579/00701 | Training loss: 0.555440| lrm: 0.174037| num_tokens: 12,880
Step 00580/00701 | Training loss: 0.327925| lrm: 0.172611| num_tokens: 9,843
Step 00581/00701 | Training loss: 0.616981| lrm: 0.171184| num_tokens: 15,024
Step 00582/00701 | Training loss: 0.483394| lrm: 0.169757| num_tokens: 10,680
Step 00583/00701 | Training loss: 1.297850| lrm: 0.168331| num_tokens: 11,704
Step 00584/00701 | Training loss: 0.079000| lrm: 0.166904| num_tokens: 7,994
Step 00585/00701 | Training loss: 0.629320| lrm: 0.165478| num_tokens: 13,732
Step 00586/00701 | Training loss: 0.516178| lrm: 0.164051| num_tokens: 12,760
Step 00587/00701 | Training loss: 0.436512| lrm: 0.162625| num_tokens: 8,403
Step 00588/00701 | Training loss: 0.824986| lrm: 0.161198| num_tokens: 15,870
Step 00589/00701 | Training loss: 1.434506| lrm: 0.159772| num_tokens: 11,288
Step 00590/00701 | Training loss: 0.559604| lrm: 0.158345| num_tokens: 10,763
Step 00591/00701 | Training loss: 0.549657| lrm: 0.156919| num_tokens: 11,348
Step 00592/00701 | Training loss: 0.783768| lrm: 0.155492| num_tokens: 6,756
Step 00593/00701 | Training loss: 0.577267| lrm: 0.154066| num_tokens: 9,081
Step 00594/00701 | Training loss: 0.637744| lrm: 0.152639| num_tokens: 9,289
Step 00595/00701 | Training loss: 0.803318| lrm: 0.151213| num_tokens: 9,772
Step 00596/00701 | Training loss: 0.834137| lrm: 0.149786| num_tokens: 9,154
Step 00597/00701 | Training loss: 0.533900| lrm: 0.148359| num_tokens: 10,072
Step 00598/00701 | Training loss: 0.639542| lrm: 0.146933| num_tokens: 11,714
Step 00599/00701 | Training loss: 0.803376| lrm: 0.145506| num_tokens: 10,235
Step 00600 | Validation loss: 0.800404
Final: 414/1024 (40.43%)
Final: 408/570 (71.58%)
