Using Master Port: 41834
Autodetected device type: cuda
Calculated number of steps: 467
Scaling the LR for the AdamW parameters ∝1/√(1664/768) = 0.679366
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([26]), sliced=False
AdamW: 1 param of shape torch.Size([26]), sliced=False
Muon: 13 params of shape torch.Size([13, 32]), chunk_size=7
Muon: 104 params of shape torch.Size([1664, 1664]), chunk_size=52
Muon: 26 params of shape torch.Size([1664, 6656]), chunk_size=13
Muon: 26 params of shape torch.Size([6656, 1664]), chunk_size=13
Total sequences per step: 256
Calculated examples per rank: 8
Step 0 | Pass@1: 0.1275, Pass@2: 0.1650, Pass@3: 0.2150, Pass@4: 0.2625, Pass@5: 0.2950, Pass@6: 0.3025, Pass@7: 0.3150, Pass@8: 0.3350
Step 0/467 | Example step 0 | Pass 0 | loss: -0.000877 | Average reward: 0.625
Step 41/467 | Example step 7 | Pass 0 | loss: -0.003983 | Average reward: 0.25
Step 41/467 | Example step 7 | Pass 1 | loss: 0.000248 | Average reward: 0.625
Step 41/467 | Average reward: 0.1875 | Average sequence length: 160.05
Step 42/467 | Example step 0 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 42/467 | Example step 0 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 42/467 | Example step 1 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 42/467 | Example step 1 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 42/467 | Example step 2 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 42/467 | Example step 2 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 42/467 | Example step 3 | Pass 0 | loss: -0.008180 | Average reward: 0.0
Step 42/467 | Example step 3 | Pass 1 | loss: 0.003635 | Average reward: 0.625
Step 42/467 | Example step 4 | Pass 0 | loss: -0.001322 | Average reward: 0.125
Step 42/467 | Example step 4 | Pass 1 | loss: -0.000277 | Average reward: 0.25
Step 42/467 | Example step 5 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 42/467 | Example step 5 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 42/467 | Example step 6 | Pass 0 | loss: -0.001262 | Average reward: 0.0
Step 42/467 | Example step 6 | Pass 1 | loss: 0.000540 | Average reward: 0.125
Step 42/467 | Example step 7 | Pass 0 | loss: -0.004170 | Average reward: 0.25
Step 42/467 | Example step 7 | Pass 1 | loss: -0.000385 | Average reward: 0.25
Step 42/467 | Average reward: 0.125 | Average sequence length: 169.50
Step 43/467 | Example step 0 | Pass 0 | loss: -0.001803 | Average reward: 0.75
Step 43/467 | Example step 0 | Pass 1 | loss: 0.001193 | Average reward: 0.875
Step 43/467 | Example step 1 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 43/467 | Example step 1 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 43/467 | Example step 2 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 43/467 | Example step 2 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 43/467 | Example step 3 | Pass 0 | loss: 0.004351 | Average reward: 0.25
Step 43/467 | Example step 3 | Pass 1 | loss: -0.002386 | Average reward: 0.0
Step 43/467 | Example step 4 | Pass 0 | loss: 0.000301 | Average reward: 0.375
Step 43/467 | Example step 4 | Pass 1 | loss: 0.000336 | Average reward: 0.5
Step 43/467 | Example step 5 | Pass 0 | loss: 0.000871 | Average reward: 0.875
Step 43/467 | Example step 5 | Pass 1 | loss: 0.000038 | Average reward: 0.875
Step 43/467 | Example step 6 | Pass 0 | loss: 0.002045 | Average reward: 0.125
Step 43/467 | Example step 6 | Pass 1 | loss: -0.001053 | Average reward: 0.0
Step 43/467 | Example step 7 | Pass 0 | loss: -0.001022 | Average reward: 0.25
Step 43/467 | Example step 7 | Pass 1 | loss: 0.001108 | Average reward: 0.25
Step 43/467 | Average reward: 0.24609375 | Average sequence length: 151.94
Step 44/467 | Example step 0 | Pass 0 | loss: 0.001260 | Average reward: 0.125
Step 44/467 | Example step 0 | Pass 1 | loss: -0.001066 | Average reward: 0.0
Step 44/467 | Example step 1 | Pass 0 | loss: -0.004183 | Average reward: 0.75
Step 44/467 | Example step 1 | Pass 1 | loss: -0.008875 | Average reward: 0.875
Step 44/467 | Example step 2 | Pass 0 | loss: 0.002493 | Average reward: 0.125
Step 44/467 | Example step 2 | Pass 1 | loss: -0.002456 | Average reward: 0.0
Step 44/467 | Example step 3 | Pass 0 | loss: 0.002070 | Average reward: 0.375
Step 44/467 | Example step 3 | Pass 1 | loss: 0.000055 | Average reward: 0.375
Step 44/467 | Example step 4 | Pass 0 | loss: 0.002730 | Average reward: 0.75
Step 44/467 | Example step 4 | Pass 1 | loss: -0.004440 | Average reward: 0.5
Step 44/467 | Example step 5 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 44/467 | Example step 5 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 44/467 | Example step 6 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 44/467 | Example step 6 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 44/467 | Example step 7 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 44/467 | Example step 7 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 44/467 | Average reward: 0.19140625 | Average sequence length: 157.76
Step 45/467 | Example step 0 | Pass 0 | loss: 0.000823 | Average reward: 0.125
Step 45/467 | Example step 0 | Pass 1 | loss: -0.001170 | Average reward: 0.0
Step 45/467 | Example step 1 | Pass 0 | loss: -0.000820 | Average reward: 0.25
Step 45/467 | Example step 1 | Pass 1 | loss: -0.000136 | Average reward: 0.25
Step 45/467 | Example step 2 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 45/467 | Example step 2 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 45/467 | Example step 3 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 45/467 | Example step 3 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 45/467 | Example step 4 | Pass 0 | loss: 0.000779 | Average reward: 0.25
Step 45/467 | Example step 4 | Pass 1 | loss: -0.000946 | Average reward: 0.125
Step 45/467 | Example step 5 | Pass 0 | loss: 0.001232 | Average reward: 0.125
Step 45/467 | Example step 5 | Pass 1 | loss: -0.000837 | Average reward: 0.125
Step 45/467 | Example step 6 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 45/467 | Example step 6 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 45/467 | Example step 7 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 45/467 | Example step 7 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 45/467 | Average reward: 0.12109375 | Average sequence length: 160.16
Step 46/467 | Example step 0 | Pass 0 | loss: -0.001430 | Average reward: 0.0
Step 46/467 | Example step 0 | Pass 1 | loss: 0.000884 | Average reward: 0.125
Step 46/467 | Example step 1 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 46/467 | Example step 1 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 46/467 | Example step 2 | Pass 0 | loss: -0.004488 | Average reward: 0.75
Step 46/467 | Example step 2 | Pass 1 | loss: 0.001572 | Average reward: 1.0
Step 46/467 | Example step 3 | Pass 0 | loss: 0.002952 | Average reward: 0.25
Step 46/467 | Example step 3 | Pass 1 | loss: -0.002671 | Average reward: 0.0
Step 46/467 | Example step 4 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 46/467 | Example step 4 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 46/467 | Example step 5 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 46/467 | Example step 5 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 46/467 | Example step 6 | Pass 0 | loss: 0.004736 | Average reward: 0.75
Step 46/467 | Example step 6 | Pass 1 | loss: -0.006834 | Average reward: 0.125
Step 46/467 | Example step 7 | Pass 0 | loss: -0.001645 | Average reward: 0.0
Step 46/467 | Example step 7 | Pass 1 | loss: 0.001657 | Average reward: 0.125
Step 46/467 | Average reward: 0.2734375 | Average sequence length: 163.15
Step 47/467 | Example step 0 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 47/467 | Example step 0 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 47/467 | Example step 1 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 47/467 | Example step 1 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 47/467 | Example step 2 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 47/467 | Example step 2 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 47/467 | Example step 3 | Pass 0 | loss: -0.001949 | Average reward: 0.25
Step 47/467 | Example step 3 | Pass 1 | loss: 0.001715 | Average reward: 0.25
Step 47/467 | Example step 4 | Pass 0 | loss: -0.001210 | Average reward: 0.125
Step 47/467 | Example step 4 | Pass 1 | loss: -0.002096 | Average reward: 0.125
Step 47/467 | Example step 5 | Pass 0 | loss: -0.002148 | Average reward: 0.375
Step 47/467 | Example step 5 | Pass 1 | loss: 0.000722 | Average reward: 0.5
Step 47/467 | Example step 6 | Pass 0 | loss: 0.000392 | Average reward: 0.25
Step 47/467 | Example step 6 | Pass 1 | loss: -0.002009 | Average reward: 0.125
Step 47/467 | Example step 7 | Pass 0 | loss: -0.000732 | Average reward: 0.25
Step 47/467 | Example step 7 | Pass 1 | loss: -0.000543 | Average reward: 0.125
Step 47/467 | Average reward: 0.17578125 | Average sequence length: 190.86
Step 48/467 | Example step 0 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 48/467 | Example step 0 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 48/467 | Example step 1 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 48/467 | Example step 1 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 48/467 | Example step 2 | Pass 0 | loss: 0.001472 | Average reward: 0.375
Step 48/467 | Example step 2 | Pass 1 | loss: -0.001038 | Average reward: 0.25
Step 48/467 | Example step 3 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 48/467 | Example step 3 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 48/467 | Example step 4 | Pass 0 | loss: -0.000000 | Average reward: 1.0
Step 48/467 | Example step 4 | Pass 1 | loss: -0.000000 | Average reward: 1.0
Step 48/467 | Example step 5 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 48/467 | Example step 5 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 48/467 | Example step 6 | Pass 0 | loss: 0.002494 | Average reward: 0.5
Step 48/467 | Example step 6 | Pass 1 | loss: -0.005129 | Average reward: 0.5
Step 48/467 | Example step 7 | Pass 0 | loss: 0.001529 | Average reward: 0.5
Step 48/467 | Example step 7 | Pass 1 | loss: -0.005083 | Average reward: 0.25
Step 48/467 | Average reward: 0.33203125 | Average sequence length: 172.73
Step 49/467 | Example step 0 | Pass 0 | loss: -0.001260 | Average reward: 0.125
Step 49/467 | Example step 0 | Pass 1 | loss: -0.000255 | Average reward: 0.125
Step 49/467 | Example step 1 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 49/467 | Example step 1 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 49/467 | Example step 2 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 49/467 | Example step 2 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 49/467 | Example step 3 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 49/467 | Example step 3 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 49/467 | Example step 4 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 49/467 | Example step 4 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 49/467 | Example step 5 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 49/467 | Example step 5 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 49/467 | Example step 6 | Pass 0 | loss: -0.001657 | Average reward: 0.25
Step 49/467 | Example step 6 | Pass 1 | loss: -0.000504 | Average reward: 0.375
Step 49/467 | Example step 7 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 49/467 | Example step 7 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 49/467 | Average reward: 0.2109375 | Average sequence length: 176.61
Step 50/467 | Example step 0 | Pass 0 | loss: -0.001012 | Average reward: 0.25
Step 50/467 | Example step 0 | Pass 1 | loss: -0.001378 | Average reward: 0.25
Step 50/467 | Example step 1 | Pass 0 | loss: 0.000100 | Average reward: 0.25
Step 50/467 | Example step 1 | Pass 1 | loss: -0.002638 | Average reward: 0.125
Step 50/467 | Example step 2 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 50/467 | Example step 2 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 50/467 | Example step 3 | Pass 0 | loss: -0.003031 | Average reward: 0.0
Step 50/467 | Example step 3 | Pass 1 | loss: 0.002618 | Average reward: 0.25
Step 50/467 | Example step 4 | Pass 0 | loss: 0.000021 | Average reward: 0.125
Step 50/467 | Example step 4 | Pass 1 | loss: -0.001334 | Average reward: 0.125
Step 50/467 | Example step 5 | Pass 0 | loss: -0.001040 | Average reward: 0.375
Step 50/467 | Example step 5 | Pass 1 | loss: 0.000504 | Average reward: 0.625
Step 50/467 | Example step 6 | Pass 0 | loss: -0.001563 | Average reward: 0.125
Step 50/467 | Example step 6 | Pass 1 | loss: 0.000883 | Average reward: 0.375
Step 50/467 | Example step 7 | Pass 0 | loss: -0.001279 | Average reward: 0.0
Step 50/467 | Example step 7 | Pass 1 | loss: 0.000681 | Average reward: 0.125
Step 50/467 | Average reward: 0.1640625 | Average sequence length: 184.05
Step 51/467 | Example step 0 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 51/467 | Example step 0 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 51/467 | Example step 1 | Pass 0 | loss: 0.001738 | Average reward: 0.375
Step 51/467 | Example step 1 | Pass 1 | loss: -0.004501 | Average reward: 0.125
Step 51/467 | Example step 2 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 51/467 | Example step 2 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 51/467 | Example step 3 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 51/467 | Example step 3 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 51/467 | Example step 4 | Pass 0 | loss: 0.001855 | Average reward: 0.125
Step 51/467 | Example step 4 | Pass 1 | loss: -0.001463 | Average reward: 0.0
Step 51/467 | Example step 5 | Pass 0 | loss: 0.002334 | Average reward: 0.5
Step 51/467 | Example step 5 | Pass 1 | loss: -0.003208 | Average reward: 0.375
Step 51/467 | Example step 6 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 51/467 | Example step 6 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 51/467 | Example step 7 | Pass 0 | loss: -0.001175 | Average reward: 0.125
Step 51/467 | Example step 7 | Pass 1 | loss: -0.001445 | Average reward: 0.125
Step 51/467 | Average reward: 0.1875 | Average sequence length: 176.08
Step 52/467 | Example step 0 | Pass 0 | loss: -0.002530 | Average reward: 0.125
Step 52/467 | Example step 0 | Pass 1 | loss: 0.002211 | Average reward: 0.375
Step 52/467 | Example step 1 | Pass 0 | loss: -0.000913 | Average reward: 0.875
Step 52/467 | Example step 1 | Pass 1 | loss: 0.000654 | Average reward: 1.0
Step 52/467 | Example step 2 | Pass 0 | loss: -0.001889 | Average reward: 0.25
Step 52/467 | Example step 2 | Pass 1 | loss: -0.000540 | Average reward: 0.25
Step 52/467 | Example step 3 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 52/467 | Example step 3 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 52/467 | Example step 4 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 52/467 | Example step 4 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 52/467 | Example step 5 | Pass 0 | loss: 0.002393 | Average reward: 0.375
Step 52/467 | Example step 5 | Pass 1 | loss: -0.001514 | Average reward: 0.25
Step 52/467 | Example step 6 | Pass 0 | loss: -0.003367 | Average reward: 0.0
Step 52/467 | Example step 6 | Pass 1 | loss: 0.001807 | Average reward: 0.5
Step 52/467 | Example step 7 | Pass 0 | loss: -0.003513 | Average reward: 0.25
Step 52/467 | Example step 7 | Pass 1 | loss: 0.000264 | Average reward: 0.375
Step 52/467 | Average reward: 0.18359375 | Average sequence length: 169.16
Step 53/467 | Example step 0 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 53/467 | Example step 0 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 53/467 | Example step 1 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 53/467 | Example step 1 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 53/467 | Example step 2 | Pass 0 | loss: -0.001517 | Average reward: 0.5
Step 53/467 | Example step 2 | Pass 1 | loss: -0.002807 | Average reward: 0.25
Step 53/467 | Example step 3 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 53/467 | Example step 3 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 53/467 | Example step 4 | Pass 0 | loss: -0.001330 | Average reward: 0.0
Step 53/467 | Example step 4 | Pass 1 | loss: 0.000525 | Average reward: 0.125
Step 53/467 | Example step 5 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 53/467 | Example step 5 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 53/467 | Example step 6 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 53/467 | Example step 6 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 53/467 | Example step 7 | Pass 0 | loss: 0.001678 | Average reward: 0.125
Step 53/467 | Example step 7 | Pass 1 | loss: -0.001114 | Average reward: 0.0
Step 53/467 | Average reward: 0.125 | Average sequence length: 166.09
Step 54/467 | Example step 0 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 54/467 | Example step 0 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 54/467 | Example step 1 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 54/467 | Example step 1 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 54/467 | Example step 2 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 54/467 | Example step 2 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 54/467 | Example step 3 | Pass 0 | loss: 0.002335 | Average reward: 0.375
Step 54/467 | Example step 3 | Pass 1 | loss: -0.003670 | Average reward: 0.0
Step 54/467 | Example step 4 | Pass 0 | loss: -0.000622 | Average reward: 0.625
Step 54/467 | Example step 4 | Pass 1 | loss: 0.001422 | Average reward: 0.625
Step 54/467 | Example step 5 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 54/467 | Example step 5 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 54/467 | Example step 6 | Pass 0 | loss: 0.001366 | Average reward: 0.125
Step 54/467 | Example step 6 | Pass 1 | loss: -0.000989 | Average reward: 0.0
Step 54/467 | Example step 7 | Pass 0 | loss: 0.000749 | Average reward: 1.0
Step 54/467 | Example step 7 | Pass 1 | loss: -0.001826 | Average reward: 0.875
Step 54/467 | Average reward: 0.25 | Average sequence length: 165.29
Step 55/467 | Example step 0 | Pass 0 | loss: -0.001573 | Average reward: 0.0
Step 55/467 | Example step 0 | Pass 1 | loss: -0.000112 | Average reward: 0.125
Step 55/467 | Example step 1 | Pass 0 | loss: 0.002867 | Average reward: 1.0
Step 55/467 | Example step 1 | Pass 1 | loss: -0.003515 | Average reward: 0.625
Step 55/467 | Example step 2 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 55/467 | Example step 2 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 55/467 | Example step 3 | Pass 0 | loss: -0.002581 | Average reward: 0.125
Step 55/467 | Example step 3 | Pass 1 | loss: 0.000676 | Average reward: 0.25
Step 55/467 | Example step 4 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 55/467 | Example step 4 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 55/467 | Example step 5 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 55/467 | Example step 5 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 55/467 | Example step 6 | Pass 0 | loss: 0.002757 | Average reward: 0.625
Step 55/467 | Example step 6 | Pass 1 | loss: -0.006924 | Average reward: 0.125
Step 55/467 | Example step 7 | Pass 0 | loss: 0.000470 | Average reward: 0.75
Step 55/467 | Example step 7 | Pass 1 | loss: -0.003426 | Average reward: 0.75
Step 55/467 | Average reward: 0.20703125 | Average sequence length: 175.87
Step 56/467 | Example step 0 | Pass 0 | loss: -0.001072 | Average reward: 0.5
Step 56/467 | Example step 0 | Pass 1 | loss: -0.001306 | Average reward: 0.5
Step 56/467 | Example step 1 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 56/467 | Example step 1 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 56/467 | Example step 2 | Pass 0 | loss: 0.000972 | Average reward: 0.125
Step 56/467 | Example step 2 | Pass 1 | loss: -0.000752 | Average reward: 0.25
Step 56/467 | Example step 3 | Pass 0 | loss: -0.001081 | Average reward: 0.125
Step 56/467 | Example step 3 | Pass 1 | loss: 0.001598 | Average reward: 0.25
Step 56/467 | Example step 4 | Pass 0 | loss: -0.000973 | Average reward: 0.25
Step 56/467 | Example step 4 | Pass 1 | loss: -0.000266 | Average reward: 0.25
Step 56/467 | Example step 5 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 56/467 | Example step 5 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 56/467 | Example step 6 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 56/467 | Example step 6 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 56/467 | Example step 7 | Pass 0 | loss: 0.001741 | Average reward: 0.25
Step 56/467 | Example step 7 | Pass 1 | loss: -0.002667 | Average reward: 0.0
Step 56/467 | Average reward: 0.1484375 | Average sequence length: 178.60
Step 57/467 | Example step 0 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 57/467 | Example step 0 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 57/467 | Example step 1 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 57/467 | Example step 1 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 57/467 | Example step 2 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 57/467 | Example step 2 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 57/467 | Example step 3 | Pass 0 | loss: -0.001430 | Average reward: 0.5
Step 57/467 | Example step 3 | Pass 1 | loss: -0.001198 | Average reward: 0.5
Step 57/467 | Example step 4 | Pass 0 | loss: -0.002094 | Average reward: 0.375
Step 57/467 | Example step 4 | Pass 1 | loss: -0.002175 | Average reward: 0.5
Step 57/467 | Example step 5 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 57/467 | Example step 5 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 57/467 | Example step 6 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 57/467 | Example step 6 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 57/467 | Example step 7 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 57/467 | Example step 7 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 57/467 | Average reward: 0.16796875 | Average sequence length: 195.91
Step 58/467 | Example step 0 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 58/467 | Example step 0 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 58/467 | Example step 1 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 58/467 | Example step 1 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 58/467 | Example step 2 | Pass 0 | loss: -0.000646 | Average reward: 0.125
Step 58/467 | Example step 2 | Pass 1 | loss: 0.001465 | Average reward: 0.25
Step 58/467 | Example step 3 | Pass 0 | loss: 0.000647 | Average reward: 1.0
Step 58/467 | Example step 3 | Pass 1 | loss: -0.001537 | Average reward: 0.875
Step 58/467 | Example step 4 | Pass 0 | loss: -0.000000 | Average reward: 1.0
Step 58/467 | Example step 4 | Pass 1 | loss: -0.000000 | Average reward: 1.0
Step 58/467 | Example step 5 | Pass 0 | loss: -0.002342 | Average reward: 0.0
Step 58/467 | Example step 5 | Pass 1 | loss: 0.003308 | Average reward: 0.25
Step 58/467 | Example step 6 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 58/467 | Example step 6 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 58/467 | Example step 7 | Pass 0 | loss: -0.001202 | Average reward: 0.0
Step 58/467 | Example step 7 | Pass 1 | loss: 0.002151 | Average reward: 0.125
Step 58/467 | Average reward: 0.29296875 | Average sequence length: 158.43
Step 59/467 | Example step 0 | Pass 0 | loss: -0.003200 | Average reward: 0.125
Step 59/467 | Example step 0 | Pass 1 | loss: 0.001663 | Average reward: 0.625
Step 59/467 | Example step 1 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 59/467 | Example step 1 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 59/467 | Example step 2 | Pass 0 | loss: 0.000973 | Average reward: 0.25
Step 59/467 | Example step 2 | Pass 1 | loss: -0.000232 | Average reward: 0.25
Step 59/467 | Example step 3 | Pass 0 | loss: 0.001152 | Average reward: 0.375
Step 59/467 | Example step 3 | Pass 1 | loss: -0.003261 | Average reward: 0.125
Step 59/467 | Example step 4 | Pass 0 | loss: -0.000000 | Average reward: 1.0
Step 59/467 | Example step 4 | Pass 1 | loss: -0.000000 | Average reward: 1.0
Step 59/467 | Example step 5 | Pass 0 | loss: -0.000628 | Average reward: 0.625
Step 59/467 | Example step 5 | Pass 1 | loss: -0.000482 | Average reward: 0.625
Step 59/467 | Example step 6 | Pass 0 | loss: -0.004344 | Average reward: 0.625
Step 59/467 | Example step 6 | Pass 1 | loss: -0.002133 | Average reward: 0.625
Step 59/467 | Example step 7 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 59/467 | Example step 7 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 59/467 | Average reward: 0.296875 | Average sequence length: 153.60
Step 60 | Pass@1: 0.2075, Pass@2: 0.3100, Pass@3: 0.3575, Pass@4: 0.3925, Pass@5: 0.4100, Pass@6: 0.4300, Pass@7: 0.4500, Pass@8: 0.4725
Step 60/467 | Example step 0 | Pass 0 | loss: 0.002014 | Average reward: 0.625
Step 60/467 | Example step 0 | Pass 1 | loss: -0.001448 | Average reward: 0.25
Step 60/467 | Example step 1 | Pass 0 | loss: 0.001873 | Average reward: 0.375
Step 60/467 | Example step 1 | Pass 1 | loss: -0.000436 | Average reward: 0.25
