Using Master Port: 32023

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
GPU: NVIDIA H100 80GB HBM3 | Peak FLOPS (BF16): 9.89e+14
✓ Using Flash Attention 3 (Hopper GPU detected), efficient, new and awesome. 其实用的还是 Flash Attention 2, v2.8.3 版本, 是否有针对 H100 的特定优化待考量.
Vocab size: 32,768
num_layers: 26
model_dim: 1664 (base: 1664, nudge: +0)
num_heads: 13
head_dim: 128
num_kv_heads: 13
Tokens / micro-batch / rank: 8 x 2048 = 16,384
Tokens / micro-batch: 32,768
Total batch size 524,288 => gradient accumulation steps: 16
Scaling weight decay from 0.200000 to 0.042604 for depth 26
Resuming optimization from step 1000
Number of parameters: 1,681,790,292 (scaling: 1,681,790,292)
Estimated FLOPs per token: 6.185320e+09
Calculated number of iterations from target data:param ratio: 54,531
Total number of training tokens: 28,589,948,928
Tokens : Params ratio: 17.00
Total training FLOPs estimate: 1.768380e+20
Scaling the LR for the AdamW parameters ∝1/√(1664/768) = 0.679366
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([26]), sliced=False
AdamW: 1 param of shape torch.Size([26]), sliced=False
Muon: 13 params of shape torch.Size([13, 32]), chunk_size=7
Muon: 104 params of shape torch.Size([1664, 1664]), chunk_size=52
Muon: 26 params of shape torch.Size([1664, 6656]), chunk_size=13
Muon: 26 params of shape torch.Size([6656, 1664]), chunk_size=13
Step 01000 | Validation bpb: 0.920013
step 01000/54531 (1.83%) | loss: 2.991695 | lrm: 1.00 | dt: 80338.86ms | tok/sec: 6,525 | mfu: 2.04 | epoch: 1 | total time: 61.46m | eta: 3323.4m
step 02095/54531 (3.84%) | loss: 2.864823 | lrm: 1.00 | dt: 3578.22ms | tok/sec: 146,522 | mfu: 45.82 | epoch: 1 | total time: 127.08m | eta: 3195.9m
step 02096/54531 (3.84%) | loss: 2.884654 | lrm: 1.00 | dt: 3579.79ms | tok/sec: 146,457 | mfu: 45.80 | epoch: 1 | total time: 127.14m | eta: 3195.8m
step 02097/54531 (3.85%) | loss: 2.879947 | lrm: 1.00 | dt: 3578.54ms | tok/sec: 146,509 | mfu: 45.81 | epoch: 1 | total time: 127.20m | eta: 3195.7m
step 02098/54531 (3.85%) | loss: 2.893716 | lrm: 1.00 | dt: 3578.41ms | tok/sec: 146,514 | mfu: 45.82 | epoch: 1 | total time: 127.25m | eta: 3195.6m
step 02099/54531 (3.85%) | loss: 2.905734 | lrm: 1.00 | dt: 3589.41ms | tok/sec: 146,065 | mfu: 45.68 | epoch: 1 | total time: 127.31m | eta: 3195.5m
step 02100/54531 (3.85%) | loss: 2.913651 | lrm: 1.00 | dt: 3589.49ms | tok/sec: 146,061 | mfu: 45.67 | epoch: 1 | total time: 127.37m | eta: 3195.4m
step 02101/54531 (3.85%) | loss: 2.900843 | lrm: 1.00 | dt: 3575.84ms | tok/sec: 146,619 | mfu: 45.85 | epoch: 1 | total time: 127.43m | eta: 3195.3m
step 02102/54531 (3.85%) | loss: 2.894443 | lrm: 1.00 | dt: 3599.00ms | tok/sec: 145,676 | mfu: 45.55 | epoch: 1 | total time: 127.49m | eta: 3195.2m
step 02103/54531 (3.86%) | loss: 2.884523 | lrm: 1.00 | dt: 3577.01ms | tok/sec: 146,571 | mfu: 45.83 | epoch: 1 | total time: 127.55m | eta: 3195.1m
step 02104/54531 (3.86%) | loss: 2.890785 | lrm: 1.00 | dt: 3575.68ms | tok/sec: 146,626 | mfu: 45.85 | epoch: 1 | total time: 127.61m | eta: 3195.0m
step 02105/54531 (3.86%) | loss: 2.895954 | lrm: 1.00 | dt: 3589.84ms | tok/sec: 146,047 | mfu: 45.67 | epoch: 1 | total time: 127.67m | eta: 3194.9m
step 02106/54531 (3.86%) | loss: 2.886489 | lrm: 1.00 | dt: 3577.06ms | tok/sec: 146,569 | mfu: 45.83 | epoch: 1 | total time: 127.73m | eta: 3194.8m
step 02107/54531 (3.86%) | loss: 2.886275 | lrm: 1.00 | dt: 3581.25ms | tok/sec: 146,398 | mfu: 45.78 | epoch: 1 | total time: 127.79m | eta: 3194.7m
step 02108/54531 (3.87%) | loss: 2.874766 | lrm: 1.00 | dt: 3630.57ms | tok/sec: 144,409 | mfu: 45.16 | epoch: 1 | total time: 127.85m | eta: 3194.7m
step 02109/54531 (3.87%) | loss: 2.846848 | lrm: 1.00 | dt: 3585.53ms | tok/sec: 146,223 | mfu: 45.72 | epoch: 1 | total time: 127.91m | eta: 3194.6m
step 02110/54531 (3.87%) | loss: 2.878209 | lrm: 1.00 | dt: 3582.21ms | tok/sec: 146,358 | mfu: 45.77 | epoch: 1 | total time: 127.97m | eta: 3194.5m
step 02111/54531 (3.87%) | loss: 2.883753 | lrm: 1.00 | dt: 3577.19ms | tok/sec: 146,564 | mfu: 45.83 | epoch: 1 | total time: 128.03m | eta: 3194.4m
step 02112/54531 (3.87%) | loss: 2.888944 | lrm: 1.00 | dt: 3579.07ms | tok/sec: 146,487 | mfu: 45.81 | epoch: 1 | total time: 128.09m | eta: 3194.3m
step 02113/54531 (3.87%) | loss: 2.863891 | lrm: 1.00 | dt: 3578.81ms | tok/sec: 146,497 | mfu: 45.81 | epoch: 1 | total time: 128.15m | eta: 3194.2m
step 02114/54531 (3.88%) | loss: 2.879911 | lrm: 1.00 | dt: 3581.84ms | tok/sec: 146,373 | mfu: 45.77 | epoch: 1 | total time: 128.21m | eta: 3194.1m
step 02115/54531 (3.88%) | loss: 2.889133 | lrm: 1.00 | dt: 3577.47ms | tok/sec: 146,552 | mfu: 45.83 | epoch: 1 | total time: 128.27m | eta: 3194.0m
step 02116/54531 (3.88%) | loss: 2.886210 | lrm: 1.00 | dt: 3589.42ms | tok/sec: 146,065 | mfu: 45.68 | epoch: 1 | total time: 128.33m | eta: 3193.9m
step 02117/54531 (3.88%) | loss: 2.888657 | lrm: 1.00 | dt: 3578.18ms | tok/sec: 146,523 | mfu: 45.82 | epoch: 1 | total time: 128.39m | eta: 3193.8m
step 02118/54531 (3.88%) | loss: 2.904607 | lrm: 1.00 | dt: 3587.50ms | tok/sec: 146,143 | mfu: 45.70 | epoch: 1 | total time: 128.45m | eta: 3193.8m
step 02119/54531 (3.89%) | loss: 2.879657 | lrm: 1.00 | dt: 3581.66ms | tok/sec: 146,381 | mfu: 45.77 | epoch: 1 | total time: 128.51m | eta: 3193.7m
step 02120/54531 (3.89%) | loss: 2.891061 | lrm: 1.00 | dt: 3584.72ms | tok/sec: 146,256 | mfu: 45.74 | epoch: 1 | total time: 128.57m | eta: 3193.6m
step 02121/54531 (3.89%) | loss: 2.866742 | lrm: 1.00 | dt: 3583.07ms | tok/sec: 146,323 | mfu: 45.76 | epoch: 1 | total time: 128.63m | eta: 3193.5m
step 02122/54531 (3.89%) | loss: 2.846476 | lrm: 1.00 | dt: 3572.33ms | tok/sec: 146,763 | mfu: 45.89 | epoch: 1 | total time: 128.69m | eta: 3193.4m
step 02123/54531 (3.89%) | loss: 2.840263 | lrm: 1.00 | dt: 3578.89ms | tok/sec: 146,494 | mfu: 45.81 | epoch: 1 | total time: 128.75m | eta: 3193.3m
step 02124/54531 (3.90%) | loss: 2.853685 | lrm: 1.00 | dt: 3576.36ms | tok/sec: 146,598 | mfu: 45.84 | epoch: 1 | total time: 128.81m | eta: 3193.2m
step 02125/54531 (3.90%) | loss: 2.876318 | lrm: 1.00 | dt: 3582.51ms | tok/sec: 146,346 | mfu: 45.76 | epoch: 1 | total time: 128.87m | eta: 3193.1m
step 02126/54531 (3.90%) | loss: 2.891769 | lrm: 1.00 | dt: 3578.66ms | tok/sec: 146,503 | mfu: 45.81 | epoch: 1 | total time: 128.93m | eta: 3193.0m
step 02127/54531 (3.90%) | loss: 2.884217 | lrm: 1.00 | dt: 3578.41ms | tok/sec: 146,514 | mfu: 45.82 | epoch: 1 | total time: 128.99m | eta: 3192.9m
step 02128/54531 (3.90%) | loss: 2.883706 | lrm: 1.00 | dt: 3581.73ms | tok/sec: 146,378 | mfu: 45.77 | epoch: 1 | total time: 129.05m | eta: 3192.8m
step 02129/54531 (3.90%) | loss: 2.889010 | lrm: 1.00 | dt: 3577.94ms | tok/sec: 146,533 | mfu: 45.82 | epoch: 1 | total time: 129.11m | eta: 3192.7m
step 02130/54531 (3.91%) | loss: 2.895719 | lrm: 1.00 | dt: 3579.85ms | tok/sec: 146,455 | mfu: 45.80 | epoch: 1 | total time: 129.17m | eta: 3192.6m
step 02131/54531 (3.91%) | loss: 2.888572 | lrm: 1.00 | dt: 3579.16ms | tok/sec: 146,483 | mfu: 45.81 | epoch: 1 | total time: 129.23m | eta: 3192.6m
step 02132/54531 (3.91%) | loss: 2.908555 | lrm: 1.00 | dt: 3578.42ms | tok/sec: 146,514 | mfu: 45.82 | epoch: 1 | total time: 129.29m | eta: 3192.5m
step 02133/54531 (3.91%) | loss: 2.921848 | lrm: 1.00 | dt: 3581.00ms | tok/sec: 146,408 | mfu: 45.78 | epoch: 1 | total time: 129.34m | eta: 3192.4m
step 02134/54531 (3.91%) | loss: 2.916086 | lrm: 1.00 | dt: 3578.34ms | tok/sec: 146,517 | mfu: 45.82 | epoch: 1 | total time: 129.40m | eta: 3192.3m
step 02135/54531 (3.92%) | loss: 2.910040 | lrm: 1.00 | dt: 3581.03ms | tok/sec: 146,407 | mfu: 45.78 | epoch: 1 | total time: 129.46m | eta: 3192.2m
step 02136/54531 (3.92%) | loss: 2.911208 | lrm: 1.00 | dt: 3576.53ms | tok/sec: 146,591 | mfu: 45.84 | epoch: 1 | total time: 129.52m | eta: 3192.1m
step 02137/54531 (3.92%) | loss: 2.898908 | lrm: 1.00 | dt: 3581.96ms | tok/sec: 146,368 | mfu: 45.77 | epoch: 1 | total time: 129.58m | eta: 3192.0m
step 02138/54531 (3.92%) | loss: 2.891176 | lrm: 1.00 | dt: 3580.33ms | tok/sec: 146,435 | mfu: 45.79 | epoch: 1 | total time: 129.64m | eta: 3191.9m
step 02139/54531 (3.92%) | loss: 2.885021 | lrm: 1.00 | dt: 3601.88ms | tok/sec: 145,559 | mfu: 45.52 | epoch: 1 | total time: 129.70m | eta: 3191.8m
step 02140/54531 (3.92%) | loss: 2.876953 | lrm: 1.00 | dt: 3574.08ms | tok/sec: 146,691 | mfu: 45.87 | epoch: 1 | total time: 129.76m | eta: 3191.7m
step 02141/54531 (3.93%) | loss: 2.898634 | lrm: 1.00 | dt: 3578.87ms | tok/sec: 146,495 | mfu: 45.81 | epoch: 1 | total time: 129.82m | eta: 3191.6m
step 02142/54531 (3.93%) | loss: 2.912753 | lrm: 1.00 | dt: 3582.03ms | tok/sec: 146,366 | mfu: 45.77 | epoch: 1 | total time: 129.88m | eta: 3191.6m
step 02143/54531 (3.93%) | loss: 2.919487 | lrm: 1.00 | dt: 3578.44ms | tok/sec: 146,512 | mfu: 45.82 | epoch: 1 | total time: 129.94m | eta: 3191.5m
step 02144/54531 (3.93%) | loss: 2.917842 | lrm: 1.00 | dt: 3582.31ms | tok/sec: 146,354 | mfu: 45.77 | epoch: 1 | total time: 130.00m | eta: 3191.4m
step 02145/54531 (3.93%) | loss: 2.905488 | lrm: 1.00 | dt: 3573.66ms | tok/sec: 146,708 | mfu: 45.88 | epoch: 1 | total time: 130.06m | eta: 3191.3m
step 02146/54531 (3.94%) | loss: 2.925760 | lrm: 1.00 | dt: 3581.65ms | tok/sec: 146,381 | mfu: 45.77 | epoch: 1 | total time: 130.12m | eta: 3191.2m
step 02147/54531 (3.94%) | loss: 2.939145 | lrm: 1.00 | dt: 3580.90ms | tok/sec: 146,412 | mfu: 45.78 | epoch: 1 | total time: 130.18m | eta: 3191.1m
step 02148/54531 (3.94%) | loss: 2.933397 | lrm: 1.00 | dt: 3585.21ms | tok/sec: 146,236 | mfu: 45.73 | epoch: 1 | total time: 130.24m | eta: 3191.0m
step 02149/54531 (3.94%) | loss: 2.897990 | lrm: 1.00 | dt: 3574.35ms | tok/sec: 146,680 | mfu: 45.87 | epoch: 1 | total time: 130.30m | eta: 3190.9m
step 02150/54531 (3.94%) | loss: 2.901155 | lrm: 1.00 | dt: 3574.81ms | tok/sec: 146,661 | mfu: 45.86 | epoch: 1 | total time: 130.36m | eta: 3190.8m
step 02151/54531 (3.94%) | loss: 2.907955 | lrm: 1.00 | dt: 3581.19ms | tok/sec: 146,400 | mfu: 45.78 | epoch: 1 | total time: 130.42m | eta: 3190.7m
step 02152/54531 (3.95%) | loss: 2.903761 | lrm: 1.00 | dt: 3579.22ms | tok/sec: 146,481 | mfu: 45.81 | epoch: 1 | total time: 130.48m | eta: 3190.6m
step 02153/54531 (3.95%) | loss: 2.898265 | lrm: 1.00 | dt: 3627.01ms | tok/sec: 144,550 | mfu: 45.20 | epoch: 1 | total time: 130.54m | eta: 3190.6m
step 02154/54531 (3.95%) | loss: 2.896678 | lrm: 1.00 | dt: 3574.67ms | tok/sec: 146,667 | mfu: 45.86 | epoch: 1 | total time: 130.60m | eta: 3190.5m
step 02155/54531 (3.95%) | loss: 2.883234 | lrm: 1.00 | dt: 3580.93ms | tok/sec: 146,411 | mfu: 45.78 | epoch: 1 | total time: 130.66m | eta: 3190.4m
step 02156/54531 (3.95%) | loss: 2.878628 | lrm: 1.00 | dt: 3577.82ms | tok/sec: 146,538 | mfu: 45.82 | epoch: 1 | total time: 130.72m | eta: 3190.3m
step 02157/54531 (3.96%) | loss: 2.905934 | lrm: 1.00 | dt: 3578.53ms | tok/sec: 146,509 | mfu: 45.81 | epoch: 1 | total time: 130.78m | eta: 3190.2m
step 02158/54531 (3.96%) | loss: 2.899746 | lrm: 1.00 | dt: 3578.20ms | tok/sec: 146,522 | mfu: 45.82 | epoch: 1 | total time: 130.84m | eta: 3190.1m
step 02159/54531 (3.96%) | loss: 2.896109 | lrm: 1.00 | dt: 3583.53ms | tok/sec: 146,304 | mfu: 45.75 | epoch: 1 | total time: 130.90m | eta: 3190.0m
step 02160/54531 (3.96%) | loss: 2.892734 | lrm: 1.00 | dt: 3596.05ms | tok/sec: 145,795 | mfu: 45.59 | epoch: 1 | total time: 130.96m | eta: 3189.9m
step 02161/54531 (3.96%) | loss: 2.891894 | lrm: 1.00 | dt: 3579.92ms | tok/sec: 146,452 | mfu: 45.80 | epoch: 1 | total time: 131.02m | eta: 3189.8m
step 02162/54531 (3.96%) | loss: 2.913858 | lrm: 1.00 | dt: 3583.68ms | tok/sec: 146,298 | mfu: 45.75 | epoch: 1 | total time: 131.08m | eta: 3189.7m
step 02163/54531 (3.97%) | loss: 2.896765 | lrm: 1.00 | dt: 3575.39ms | tok/sec: 146,637 | mfu: 45.85 | epoch: 1 | total time: 131.14m | eta: 3189.7m
step 02164/54531 (3.97%) | loss: 2.886033 | lrm: 1.00 | dt: 3576.41ms | tok/sec: 146,596 | mfu: 45.84 | epoch: 1 | total time: 131.20m | eta: 3189.6m
step 02165/54531 (3.97%) | loss: 2.883239 | lrm: 1.00 | dt: 3582.74ms | tok/sec: 146,337 | mfu: 45.76 | epoch: 1 | total time: 131.26m | eta: 3189.5m
step 02166/54531 (3.97%) | loss: 2.854095 | lrm: 1.00 | dt: 3628.92ms | tok/sec: 144,475 | mfu: 45.18 | epoch: 1 | total time: 131.32m | eta: 3189.4m
step 02167/54531 (3.97%) | loss: 2.858919 | lrm: 1.00 | dt: 3584.81ms | tok/sec: 146,252 | mfu: 45.73 | epoch: 1 | total time: 131.38m | eta: 3189.3m
step 02168/54531 (3.98%) | loss: 2.878738 | lrm: 1.00 | dt: 3582.07ms | tok/sec: 146,364 | mfu: 45.77 | epoch: 1 | total time: 131.44m | eta: 3189.2m
step 02169/54531 (3.98%) | loss: 2.866584 | lrm: 1.00 | dt: 4115.59ms | tok/sec: 127,390 | mfu: 39.84 | epoch: 1 | total time: 131.50m | eta: 3189.3m
step 02170/54531 (3.98%) | loss: 2.841682 | lrm: 1.00 | dt: 3575.69ms | tok/sec: 146,625 | mfu: 45.85 | epoch: 1 | total time: 131.56m | eta: 3189.3m
step 02171/54531 (3.98%) | loss: 2.852844 | lrm: 1.00 | dt: 3593.21ms | tok/sec: 145,910 | mfu: 45.63 | epoch: 1 | total time: 131.62m | eta: 3189.2m
step 02172/54531 (3.98%) | loss: 2.840973 | lrm: 1.00 | dt: 3578.37ms | tok/sec: 146,515 | mfu: 45.82 | epoch: 1 | total time: 131.68m | eta: 3189.1m
step 02173/54531 (3.98%) | loss: 2.840669 | lrm: 1.00 | dt: 3580.10ms | tok/sec: 146,444 | mfu: 45.79 | epoch: 1 | total time: 131.74m | eta: 3189.0m
step 02174/54531 (3.99%) | loss: 2.838671 | lrm: 1.00 | dt: 3576.96ms | tok/sec: 146,573 | mfu: 45.83 | epoch: 1 | total time: 131.80m | eta: 3188.9m
step 02175/54531 (3.99%) | loss: 2.846274 | lrm: 1.00 | dt: 3578.30ms | tok/sec: 146,518 | mfu: 45.82 | epoch: 1 | total time: 131.86m | eta: 3188.8m
step 02176/54531 (3.99%) | loss: 2.863136 | lrm: 1.00 | dt: 3584.12ms | tok/sec: 146,280 | mfu: 45.74 | epoch: 1 | total time: 131.92m | eta: 3188.7m
step 02177/54531 (3.99%) | loss: 2.875262 | lrm: 1.00 | dt: 3577.18ms | tok/sec: 146,564 | mfu: 45.83 | epoch: 1 | total time: 131.98m | eta: 3188.6m
step 02178/54531 (3.99%) | loss: 2.864755 | lrm: 1.00 | dt: 3582.67ms | tok/sec: 146,339 | mfu: 45.76 | epoch: 1 | total time: 132.04m | eta: 3188.5m
step 02179/54531 (4.00%) | loss: 2.853492 | lrm: 1.00 | dt: 3586.95ms | tok/sec: 146,165 | mfu: 45.71 | epoch: 1 | total time: 132.10m | eta: 3188.4m
step 02180/54531 (4.00%) | loss: 2.857932 | lrm: 1.00 | dt: 3584.49ms | tok/sec: 146,265 | mfu: 45.74 | epoch: 1 | total time: 132.16m | eta: 3188.4m
step 02181/54531 (4.00%) | loss: 2.851583 | lrm: 1.00 | dt: 4000.15ms | tok/sec: 131,067 | mfu: 40.99 | epoch: 1 | total time: 132.23m | eta: 3188.4m
step 02182/54531 (4.00%) | loss: 2.872190 | lrm: 1.00 | dt: 3589.96ms | tok/sec: 146,042 | mfu: 45.67 | epoch: 1 | total time: 132.29m | eta: 3188.3m
step 02183/54531 (4.00%) | loss: 2.869639 | lrm: 1.00 | dt: 3581.74ms | tok/sec: 146,377 | mfu: 45.77 | epoch: 1 | total time: 132.35m | eta: 3188.3m
step 02184/54531 (4.01%) | loss: 2.877678 | lrm: 1.00 | dt: 3579.95ms | tok/sec: 146,451 | mfu: 45.80 | epoch: 1 | total time: 132.41m | eta: 3188.2m
step 02185/54531 (4.01%) | loss: 2.877294 | lrm: 1.00 | dt: 3582.78ms | tok/sec: 146,335 | mfu: 45.76 | epoch: 1 | total time: 132.47m | eta: 3188.1m
step 02186/54531 (4.01%) | loss: 2.885833 | lrm: 1.00 | dt: 3578.68ms | tok/sec: 146,503 | mfu: 45.81 | epoch: 1 | total time: 132.53m | eta: 3188.0m
step 02187/54531 (4.01%) | loss: 2.875422 | lrm: 1.00 | dt: 3580.74ms | tok/sec: 146,419 | mfu: 45.79 | epoch: 1 | total time: 132.59m | eta: 3187.9m
step 02188/54531 (4.01%) | loss: 2.874162 | lrm: 1.00 | dt: 3578.23ms | tok/sec: 146,521 | mfu: 45.82 | epoch: 1 | total time: 132.64m | eta: 3187.8m
step 02189/54531 (4.01%) | loss: 2.878355 | lrm: 1.00 | dt: 3579.50ms | tok/sec: 146,469 | mfu: 45.80 | epoch: 1 | total time: 132.70m | eta: 3187.7m
step 02190/54531 (4.02%) | loss: 2.878783 | lrm: 1.00 | dt: 3580.48ms | tok/sec: 146,429 | mfu: 45.79 | epoch: 1 | total time: 132.76m | eta: 3187.6m
step 02191/54531 (4.02%) | loss: 2.877705 | lrm: 1.00 | dt: 3579.08ms | tok/sec: 146,486 | mfu: 45.81 | epoch: 1 | total time: 132.82m | eta: 3187.5m
step 02192/54531 (4.02%) | loss: 2.874540 | lrm: 1.00 | dt: 3581.08ms | tok/sec: 146,404 | mfu: 45.78 | epoch: 1 | total time: 132.88m | eta: 3187.4m
step 02193/54531 (4.02%) | loss: 2.876948 | lrm: 1.00 | dt: 3575.97ms | tok/sec: 146,614 | mfu: 45.85 | epoch: 1 | total time: 132.94m | eta: 3187.3m
step 02194/54531 (4.02%) | loss: 2.878541 | lrm: 1.00 | dt: 3595.52ms | tok/sec: 145,817 | mfu: 45.60 | epoch: 1 | total time: 133.00m | eta: 3187.3m
step 02195/54531 (4.03%) | loss: 2.881082 | lrm: 1.00 | dt: 3585.43ms | tok/sec: 146,227 | mfu: 45.73 | epoch: 1 | total time: 133.06m | eta: 3187.2m
step 02196/54531 (4.03%) | loss: 2.869748 | lrm: 1.00 | dt: 3578.75ms | tok/sec: 146,500 | mfu: 45.81 | epoch: 1 | total time: 133.12m | eta: 3187.1m
step 02197/54531 (4.03%) | loss: 2.864197 | lrm: 1.00 | dt: 3582.32ms | tok/sec: 146,354 | mfu: 45.77 | epoch: 1 | total time: 133.18m | eta: 3187.0m
step 02198/54531 (4.03%) | loss: 2.860670 | lrm: 1.00 | dt: 3570.15ms | tok/sec: 146,853 | mfu: 45.92 | epoch: 1 | total time: 133.24m | eta: 3186.9m
step 02199/54531 (4.03%) | loss: 2.866156 | lrm: 1.00 | dt: 3580.16ms | tok/sec: 146,442 | mfu: 45.79 | epoch: 1 | total time: 133.30m | eta: 3186.8m
Step 02200 | Validation bpb: 0.870955
step 02200/54531 (4.03%) | loss: 2.869121 | lrm: 1.00 | dt: 3572.29ms | tok/sec: 146,765 | mfu: 45.89 | epoch: 1 | total time: 133.36m | eta: 3186.7m
step 02201/54531 (4.04%) | loss: 2.874963 | lrm: 1.00 | dt: 3579.77ms | tok/sec: 146,458 | mfu: 45.80 | epoch: 1 | total time: 133.42m | eta: 3186.6m
step 02202/54531 (4.04%) | loss: 2.868932 | lrm: 1.00 | dt: 3580.02ms | tok/sec: 146,448 | mfu: 45.80 | epoch: 1 | total time: 133.48m | eta: 3186.5m
step 02203/54531 (4.04%) | loss: 2.868118 | lrm: 1.00 | dt: 3579.61ms | tok/sec: 146,465 | mfu: 45.80 | epoch: 1 | total time: 133.54m | eta: 3186.4m
step 02204/54531 (4.04%) | loss: 2.861942 | lrm: 1.00 | dt: 3578.80ms | tok/sec: 146,498 | mfu: 45.81 | epoch: 1 | total time: 133.60m | eta: 3186.4m
step 02205/54531 (4.04%) | loss: 2.863033 | lrm: 1.00 | dt: 3587.59ms | tok/sec: 146,139 | mfu: 45.70 | epoch: 1 | total time: 133.66m | eta: 3186.3m
step 02206/54531 (4.05%) | loss: 2.869351 | lrm: 1.00 | dt: 3578.65ms | tok/sec: 146,504 | mfu: 45.81 | epoch: 1 | total time: 133.72m | eta: 3186.2m
step 02207/54531 (4.05%) | loss: 2.874505 | lrm: 1.00 | dt: 3573.91ms | tok/sec: 146,698 | mfu: 45.87 | epoch: 1 | total time: 133.78m | eta: 3186.1m
step 02208/54531 (4.05%) | loss: 2.869958 | lrm: 1.00 | dt: 3583.15ms | tok/sec: 146,320 | mfu: 45.76 | epoch: 1 | total time: 133.84m | eta: 3186.0m
step 02209/54531 (4.05%) | loss: 2.856996 | lrm: 1.00 | dt: 3578.79ms | tok/sec: 146,498 | mfu: 45.81 | epoch: 1 | total time: 133.90m | eta: 3185.9m
step 02210/54531 (4.05%) | loss: 2.868593 | lrm: 1.00 | dt: 3581.30ms | tok/sec: 146,395 | mfu: 45.78 | epoch: 1 | total time: 133.96m | eta: 3185.8m
step 02211/54531 (4.05%) | loss: 2.879502 | lrm: 1.00 | dt: 3581.15ms | tok/sec: 146,402 | mfu: 45.78 | epoch: 1 | total time: 134.02m | eta: 3185.7m
step 02212/54531 (4.06%) | loss: 2.866663 | lrm: 1.00 | dt: 3596.04ms | tok/sec: 145,796 | mfu: 45.59 | epoch: 1 | total time: 134.08m | eta: 3185.6m
step 02213/54531 (4.06%) | loss: 2.856747 | lrm: 1.00 | dt: 3583.77ms | tok/sec: 146,295 | mfu: 45.75 | epoch: 1 | total time: 134.14m | eta: 3185.6m
step 02214/54531 (4.06%) | loss: 2.858829 | lrm: 1.00 | dt: 3584.05ms | tok/sec: 146,283 | mfu: 45.74 | epoch: 1 | total time: 134.20m | eta: 3185.5m
step 02215/54531 (4.06%) | loss: 2.863658 | lrm: 1.00 | dt: 3589.15ms | tok/sec: 146,075 | mfu: 45.68 | epoch: 1 | total time: 134.26m | eta: 3185.4m
step 02216/54531 (4.06%) | loss: 2.845300 | lrm: 1.00 | dt: 3576.60ms | tok/sec: 146,588 | mfu: 45.84 | epoch: 1 | total time: 134.32m | eta: 3185.3m
step 02217/54531 (4.07%) | loss: 2.852490 | lrm: 1.00 | dt: 3631.90ms | tok/sec: 144,356 | mfu: 45.14 | epoch: 1 | total time: 134.38m | eta: 3185.2m
step 02218/54531 (4.07%) | loss: 2.873969 | lrm: 1.00 | dt: 3593.70ms | tok/sec: 145,890 | mfu: 45.62 | epoch: 1 | total time: 134.44m | eta: 3185.1m
step 02219/54531 (4.07%) | loss: 2.862529 | lrm: 1.00 | dt: 3593.47ms | tok/sec: 145,900 | mfu: 45.62 | epoch: 1 | total time: 134.50m | eta: 3185.0m
step 02220/54531 (4.07%) | loss: 2.872347 | lrm: 1.00 | dt: 3574.84ms | tok/sec: 146,660 | mfu: 45.86 | epoch: 1 | total time: 134.56m | eta: 3185.0m
step 02221/54531 (4.07%) | loss: 2.867282 | lrm: 1.00 | dt: 3579.64ms | tok/sec: 146,463 | mfu: 45.80 | epoch: 1 | total time: 134.62m | eta: 3184.9m
step 02222/54531 (4.07%) | loss: 2.866832 | lrm: 1.00 | dt: 3580.68ms | tok/sec: 146,421 | mfu: 45.79 | epoch: 1 | total time: 134.68m | eta: 3184.8m
step 02223/54531 (4.08%) | loss: 2.864871 | lrm: 1.00 | dt: 3578.99ms | tok/sec: 146,490 | mfu: 45.81 | epoch: 1 | total time: 134.73m | eta: 3184.7m
step 02224/54531 (4.08%) | loss: 2.867428 | lrm: 1.00 | dt: 3578.47ms | tok/sec: 146,511 | mfu: 45.82 | epoch: 1 | total time: 134.79m | eta: 3184.6m
